,sentiment,text
3961,anger,no one in better ever act like there is not a divide between faculty and staff where faculty are valued over staff staff across institutions are being utterly ignored in the midst of these decisions about
1402,sad,if a nsa to clear the crowd that has congregated against section 144 then it tells a lot about appeasement politics whoever the govt is sad even nsa must have coaxed them to enter is epicentre for political appeasement victimhood politics …
3793,anger,maybe we should do one last snap referendum after the coronavirus kill the dumbest generation (old folk) who voted to leave
2363,joy,telemedicine is the new call for action at the moment
3395,anger,hope everyone stays safe this is not playing wash them hands cuh
3819,anger,you all better wash your hands and quit eating bats i'm tired of hearing about the coronavirus mess
3790,anger,the coronavirus caused xbox servers to crash and now i have had it with this stupid ass virus
1520,sad,if karnataka police block road for covid19 transmission kerala cm huge war cry to pm kerala not mfr state consumer state
2542,sad,hundreds of workers in pune with mark #शोकदिवस & #आक्रोशदिवस mourning those who have been sacrificed at the altar of an ill planned lockdown but also strengthening the resolve to resist the dilution of labour laws by the current regime /jfwyplj2hn
3254,joy,covid 19 coffee pic twitter com/fbvdorn8k5 – at dose cafe
3069,fear,coronavirus lockdown made many of us anxious as we are now slowly moving out of lockdown how to manage *coronaphobia
333,sad,a friend relative passed away while fighting with corona she was doctor as well
4190,fear,i hope the coronavirus has not reached flavortown
2253,joy,their are many youths who are willing to contribute during this covid 19 pandemic this is the right opportunity for them …
203,joy,once you are meditative music will naturally be a part of your life everting is vibration everting is sound _19
334,joy,this is the reason why he is bhai for everyone red_heart red_heart love you salman bhai revolving_hearts flexed_biceps flexed_biceps _19 #अखबार
1966,sad,a senior saudi official urged more than 1 million muslims intending to perform the hajj to delay making plans this year in comments suggesting the pilgrimage could be cancelled due to the new coronavirus pandemic …
901,joy,the presence of the doctor is the beginning of the cure doctor's now a days ya allah save whole world ameen _19
4340,fear,a second wave of the corona virus would be a nightmare to the world economy the spanish flu became much more virulent during the second wave
3670,anger,thread on point about utter failure to plan in the
348,joy,google launches free digital skills training platform for job seekers and entrepreneurs impacted by covid 19
674,sad,sir please help me my family members are stranded in dehri in bihar before the lockdown they went to bihar 3 days before the lock don in the marriage and then the lockdown took place and then to you for not coming from there please manage to bring them
2885,sad,what a decision we didnt tell govt to bring migrants but they will let us suffer for months worst govt n we thought best govt 7pm to 7am understandable but sat sun shutdown what does tht if humans r animals ppl will die for food before covid
3878,anger,archdiocese holds online masses during coronavirus shutdown
4007,anger,eu não acredito que as aulas foram realmente canceladas corona vírus eu te odeio
3742,anger,nothing could have prepared us for the coronavirus our very nature is one of ignorance the response by johnson & this government is beyond ignorance though spare me your excuses of expert advice too common sense is all you need & this government has none of it
2972,sad,we need a govt that works we need a govt that cares not a govt that is busy with namaste trump & operation topple in mp instead of combating corona not a govt that abandons migrants
4094,fear,guess i have to stop calling it chineses food or mexican guess that makes me racist i have been told all my life that blacks cannot be racist well there goes that theory it is the mfing chinese wuhan corona virus it started there stop race baiting victim mentality
3521,anger,why is fox news using a giant coronavirus pandemic banner all day on every show viewers are already panicked why pile on more stress it is not like anyone is forgetting what is happening please stop
3735,anger,something is not right with this whole coronavirus thing the powers that be is using this for mass control imo how can you stop everything going on in the world for 2 weeks
149,joy,proud feel being a plant quarantine officer for ease of doing & clearing of perishable shipments even during lockdown by the chairmanship of our officer dr m s akhtar sir deputy director cum officer in charge rpqs kial plant quarantine warriors
3876,anger,it seems like a lot of people are actually wanting the to be horrible for the us because they want trump out of office so bad imagine being that fucked in the head this is what we are dealing with and the media wonders why no one takes them seriously
4645,fear,how to avoid coronavirus all the lights turn them off it is too loud in here to talk i do not understand a word you say got to sleep but instead karaoke on the bed taking duckface selfies right and left play our favorite songs scream out all night long oo ooh
3809,anger,your the common enemy and your worse than the coronavirus and only when your out of office will the us be safe
2922,joy,opportunities in the post covid world order …
2121,anger,dey are n i see so many videos coming up tht dey r been blamed 4 everything y not 130 cr is suffering wid lockdown n u hndful idiots ruined it idiots becoz u condcted such event pple reached andaman n created havoc do not try 2 play scapegoat
3730,anger,the same people who are complaining about how coronavirus is ruining their summer plans and how they just want this to end soon are also the ones going out despite there being a lockdown
3584,anger,finally it is about time the fake news media finds a way to stop trump but seriously can such a serial liar be permitted to remain in office i do not care how many weeks are left
1064,sad,ranga bila using covid tragedy as an opportunity to satisfy their sadist plans #आतंकी_भाजपा
3669,anger,in 2014 americans freaked out about ebola now here we are in 2020 about to shit bricks over the corona virus good lands
211,joy,breaking so twitter can not live without wine during lockdown )
2368,sad,major missing in this lockdown twitter com/fmwdhkq45g
1041,sad,social gathering is restricted by govt of india to curb covid19 banning of azan by is based on abusive power&totally against constitutional freedom protected by art 25 guidelines of covid19 issued by goi does not prescribe such rules
3563,anger,sick piece of shit asshole the trump administration will move ahead with its plan to kick people off of food stamps despite the coronavirus outbreak
4622,fear,this worldwide coronavirus was a planned disease to depopulate people periodt
3331,anger,doomsday preppers are in their bunkers laughing
1632,sad,its completely horrible even than covid 19 thank goodness there is a cure now
2832,fear,locust swarms attack in pakistan this is another emerging threat after covid 19 and plane crash یا اللہ ہم پر رحم فرما pic twitter com/0rspoasvsc
1051,sad,it is hard for americans to re elect donald trump for second terms becoz his current n past statements on covid 19 ++ many other reasons proves he is not a serious man for such a prestigiius post he is to b strong n determined
4009,anger,i feel so so bad for niall this was supposed to be his week and the corona virus is ruining everything ((
2519,joy,these ppl stay here till 9 everyday and great havoc over hear this way we cannot control covid19 situation as being a responsible citizen i thought to share this everyday from 6pm onwardd this situation is there – at the gym vikaspuri
3464,anger,daily our canadian or permanent resident corona virus numbers of infected persons increases because west & north vancouver are overwhelming chinese & iranian demographics constantly traveling back &forth to iran & china filling our airport leftist wont travel ban
1326,fear,people cars abd biles are roaming freely on road in fromt of our house day and night with and without reason gurudwara road malviya nagar putting in danger lot of lives please help _petrol – at kulcha guru
3417,anger,tells america to be calm because the is really working out
579,joy,day 1 of phase 1 have you got the new covid 19 promo juice set face_savoring_food …
3785,anger,the audience was all your supporters there is a few that i recognize from you rallies we are not stupid bernie you lied multiple times & are trying to scare people about coronavirus your numbers do not add up 13 million canadian's have healthcare ask them
1372,sad,pm modi speaks to prime minister of the state of kuwait sheikh sabah al khaled al hamad al sabah on crisis he is the 11th world leader pm spoke to in last few weeks over outbreak pic twitter com/rmdj3vudqq
4326,fear,why the covid 19 coronavirus is worse than the flu in one chart vox
3294,joy,trust me i am running out of photos which place will you visit post lockdown and why would it be your college … …
1901,sad,“it is very unfortunate that such an order has been issued at a time when the whole country is battling for its survival and is under strict lockdown to stem spread of deadly coronavirus diseaserip indian democracy pic twitter com/5smkszuwpt
4089,fear,so today i realized i cannot even get hammered because my anxiety prevents me from telling the difference between a hangover & symptoms of the coronavirus
2010,fear,as it is evident that corona has a greatest threat to old age persons and by assessing the we demad release of sant shri asharamji bapu on a parole
255,joy,kaisa laga batana writing n narrating n shooting myself first time making the lockdown open my avenues cherry_blossom
1790,joy,they are leading with good deeds …
1823,joy,day 8 of 21 day lockdown tawa pulao 01 04 2020 prepared by sonal_aradwad city pune …
1393,joy,“the ultimate measure of a person is not where one stands in moments of comfort and convenience but where one stands in times of challenge and controversy ” – martin luther king jr
2965,sad,many people have lost their jobs after the arrival of covid 19 in such a difficult situation by doing a small project we have given jobs to 7 peoples and by projecting this and local farmers have increased morally in cuttack market launch ( 1st june 2020 ) pic twitter com/4mrpv1zpoq
4292,fear,doctors at in have designed & built a that can be built out of supplies found in a hospital closet hoping it can help w/ a looming ventilator shortage due to the pandemic an example of american ingenuity tonight at 10 twitter com/f6mddizppl
284,joy,khush morning slightly_smiling_face the latest chitralekha out as a digital edition for its readers not miss this digital edition in a trying time of covid 19 & 3 lock down click d link & n joy slightly_smiling_face
2739,anger,a company i primarily use for my bookings but it fails to serve its customers not left and fall to deaf ears trip id 190923161646 and my refund for 3148 not done customer grievances cell is still in no replies feel
2239,sad,from the field covid 19 related ‘tragedy' unfolding in yemen
3870,anger,i'm over this corona virus already i want my senior year back we should be living our best lives rn but instead we have to practice “social distancing” fuck that i'm tryna do some fuck shit w my girls
3490,anger,in an extraordinary exchange us president trump viciously attacked an nbc news reporter who asked what his message would be to americans who are frightened by the coronavirus pandemic that is spreading across the country
4018,anger,son wtf is this rt breaking two lakers players reportedly have tested positive for coronavirus now
1919,joy,lockdown quixote quiz for fun forte answer pic twitter com/r3utngiqtb
2834,sad,the pandemic aggravates difficulties faced by many vulnerable families in terms of the availability access and affordability of nutritious foods at this time of dire need your donations to arc aid has a direct impact on children across maldives pic twitter com/7lxb49edoz
4552,fear,amazing detail showing how slow america has been in catching up to the coronavirus threat gene detectives have found a bit of evidence suggesting that part of california's outbreak comes from the washington state outbreak that officials only recently discovered
2490,sad,when in the verge of covid 19 people are loosing jobs because of global pandemic airlines like fraudulently take money on flight booking and their credit shell never works so as their phone number i need refund
822,fear,sir if covid 19 highly spread in india will indian economy be able enough to beat the losses more than 75% of the world countries are in lock down is this lock down will bring global financial crisis again
3650,anger,coronavirus is a serious issue requiring balanced assessment why have you got novara media biased ner do wells like michael walker on your programme shameful
3757,anger,the world's hottest new currency buttcoin be safe with the elderly and practice extreme by not going out unnecessarily often try to find a little humor in something somewhere and share it sucks
3491,anger,more reasons why we need a creative destruction approach to our existing systems global pandemic this large is not to be a thing of joke god in his infinite mercy would keep protecting his people do not forget to share and spread the philosophy pic twitter com/coqt4sez0s
3134,sad,why is unable to resolve my case i booked a ticket attached in the email and below is the response my travel date was within the lockdown period and on the website it stated that i will get a refund why have not i got my money back yet its been more than a month pic twitter com/4xcsoy6spk
3960,anger,it is called voter suppression sweaty coronavirus is mysteriously sparing kids and killing the elderly
3451,anger,i'm an epidemiologist when i heard about britain's ‘herd immunity' coronavirus plan i thought it was satire | william hanage
313,sad,cases surpass 3 million as the u s death toll from tops 55 00
3629,anger,coronavirus woman 39 in icu warns people who doubt they can catch it business insider
4487,fear,"""this is not but it is what ca nurses are being told to wear to fight spread the word & expose this crisis "" () rn sign the petition twitter com/eougwyp9bx"
4169,fear,fever 88% cough 68% fatigue 38% sputum or thick phlegm 33% shortness of breath 19% bone & joint pain 15% sore throat 14% headache 14% chills 11% nausea or vomiting 5% stuffy nose 5% diarrhea 4% coughing up blood 1% swollen eyes 1%
4571,fear,moms in the hospital as far as we can tell not corona but she has mds and is undergoing chemo so her immune system is extremely weak at best very worried about her right now and not allowed to see her as she is in isolation due to the virus
3309,sad,if india is to progress the hindu muslim issue has to be completely resolved twitter unites muslims pandits in time of #गंगा_दशहरा …
3883,anger,what about the 37k detainees that are in custody // ice to stop most immigration enforcement inside united states will focus on criminals during coronavirus outbreak the washington post
941,sad,40 yr old bijbehara woman dies of covid 19 at skims j&k toll reaches 18 _19
4697,fear,if you are feeling frightened or confused b/c of just remember some of us are more fortunate than others & be kind to someone else you will feel better amazing transformation | what a wonderful feeling his first haircut af via
2847,sad,kim there are people dying of covid …
4536,fear,young and unafraid of the coronavirus good for you now stop killing people | opinion
2197,sad,what the thick fucks do not seem to realise is the two will be inextricably tied together and given their appalling failure on covid this can only be very bad news for the government
1772,sad,"""indian doctors fight coronavirus with raincoats helmets amid lack of equipment"" prime minister narendra modi's government said india was trying to get personal protective equipment in bulk domestically and from south korea and china to meet the shortages …"
4460,fear,make a book about the incompetent of ucp and the clowns conservatives lucky canada does not have conservative in power with this we be fuck
3869,anger,'madhouse' travelers face airport chaos as u s tries to implement coronavirus screening via why did not those travelers stay in the foreign country they were in governor pritzker so stfu the president is doing a great job with a impossible task
1436,sad,is this what the west bengal govt calls lockdown this sight was seen this morning in haiderpara area of siliguri please look into the matter at the earliest due to negligence of these people the entire state might suffer pic twitter com/vu5priavlp
1934,sad,i'm regularly repaying bajaj finance loans every month this month my emi 2nd april 2020 because of current lockdown situation it will be difficult to pay the emi's hope 3 months emi moratoriam applies to bajaj finance too waiting for notification
4688,fear,infected people without symptoms might be driving the spread of coronavirus more than we realized
1597,sad,sir this is the condition or our village saharsa during lockdown sir we are staying in our home since log time but if we get this type of crowd then there is no meaning of social distance do something pic twitter com/oz85eudskc
1124,joy,the has made me appreciate the office …
1078,sad,why shud i suffer because of such ppl if i catch corona it is only because of tabligh
2304,sad,hope to see more people become aware of obesity being the cause of not only lifestyle diseases but also a weak immunity leading to infections like _19 the next step will be to eat the right food at the right time to lose weight & become healthier & energetic …
2947,joy,with life coming back on track and living with covid19 is now a new way of existing while fighting with the virus the livelihood of tribal women from niyamgiri hills is appearing to be moving ahead plates made… …
267,joy,a for already backhand_index_pointing_down backhand_index_pointing_down
3691,anger,why did you kill a man to hide how bad the coronavirus was
286,joy,*special offer* online booking open for models to get the best offer book before ends and get the amazing * wrist watch * up to 100℅ finance available on low down payment for more offer &…
609,fear,americans living their lives to the fullest while im scared shitless thinking of buying medicine from the pharmacy
3882,anger,should just cancel these press conf and issue written press release let the experts have more time to deal with the crisis these reporters are clowns w/ stupid “gotcha” questions
3637,anger,the only stores open in italy or grocery stores and pharmacies it is completely locked down that is not the flu
2204,sad,was lockdown series for this /8uujnn6a5b
448,sad,dear sir people those are suspect or quarantine of coronavirus give them homeopathic medicine arsenic album there is no harm or side effect it had worked in 1918 spanish flu epidemic several time it worked it is very cost effective also
1347,sad,an overwhelming to the govt of india and telangana and the doctors and and to the entire staff of hospitality management and entire police department fighting against _19india risking their life's to save the people so as a responsible indian citizen
3923,anger,david clarke says coronavirus is just “the damn flu” rated pants on fire by politifact – via factstream
4573,fear,this corona virus got african parent paranoia on a all time high lol
2276,joy,we win covid 19 fight sir
1101,sad,heal the world from the dangerous virus #โควิด_19 ー19 #โควิท_19 ıd19 twitter com/wwmgdwcr2j
1375,sad,please waive the charges of cable tv for 3 months due to lock down for covid 19
718,joy,"president trump says white house coronavirus experts agree the u s can start moving into a new phase of reopening the country ""a national shutdown is not a sustainable long term solution """
4311,fear,interstate and air travel shut down possibility stay close to home or be stranded airports in nyc and philadelphia temporarily shut down over concerns about coronavirus infecting staff via
2632,joy,april may edition of #लोक_कल्याण_सेतु highlights home made tips to prevent corona measures to get rid of bad effects of eclipse benefits of meditating on the idol of sadguru simple ways to stay healthy the festival of gaining devotion n wisdom
178,sad,how deals with is the funniest thing on the internet tragic for north koreans only
3445,anger,we should even be in this situation we spend $600+ trillion on our & billions & billions more that is on “off the books ” i e stuff yet cannot even provide basic supplies for hospitals am i right
2300,sad,the main concern is economy now for the govt everywhere it is the same even in india lockdown has been lifted and it exists until june 30th only in containment zones i guess they have accepted the fact people have to live with it
4176,fear,the most dangerous thing about the coronavirus is the fear it is causing it just started in hawaii (where i live) and as always most food is being sold out my mom just had to go shopping and she might be there for at least 40 minutes because of the long lines
2571,joy,appeal to people watch this vedio from below link and boost the immunity to fight with corona …
4117,fear,dollars vs deaths is the sickening choice created by coronavirus
2574,joy,my article on induced transformation of …
1188,sad,51 year old male covid 19 patient dies in maharashtra taking death toll to 13
98,sad,india records worst day of covid 19 pandemic 5 611 new cases in 24 hours by anulekha ray the number of deaths due to coronavirus infection rose to 3 303 maharashtra reported the highest single day death toll of 63 a lion's share of coronavirus fatalities in last 24 hours – at bhiwandi
1565,joy,i spite of the lockdown i can still get a cake made by one of our township ladies so a grand cake cutting
3400,anger,this dude loose af off his first two sake bombs he even did a toast to the coronavirus now bruh on speaker talking about buying a kilo of coke telling you bruh these sun bombs is not no joke lmfaoooooooo
229,sad,govt failed in providing shelter food job security to people this is the biggest reason why the lockdown in telangana is lifted again
728,sad,tonight as we enter the last 10 days of ramzan pray for forgiveness pray for the helpless migrants to ease their sufferings pray for the ummah and pray for a corona free world inshallah
3917,anger,like father like son ron and rand paul are just so fucking stupid
3041,joy,bses is enjoying covid19 benifit by sending exorbitant bill amount self reading nt possible as reading is less than previous reading tho 8mar reading 6432 29may 7297 unable to log written complaint pic twitter com/hyix5xdy59
3330,anger,man i done learned the whole you got served dance cause of this weak ass corona virus
4216,fear,april 2009 to april 2010 cdc estimated there were 274 304 hospitalizations & 12 469 deaths the left is trying to panic us into recession to defeat
4454,fear,not everyone coming from other countries were tested & later found out they were infected 195 countries and territories have coronavirus and lucky 4 me you do not get to dictate to me what i do or do not do apparently it is you who are not educated
890,joy,hi gm this is a beautiful prayer in these times 19 hear this early in the morning use headphones and close your eyes for a few minutes gives a very peaceful experience folded_hands
4657,fear,many people are avoiding crowded gyms and workout classes over coronavirus concerns but you do not let physical activity fall by the wayside here's a great circuit workout you can create at home
2229,sad,how a poor laborer who was teaching his son or daughter whose work has been snatched in lockdown would be able to pay hefty examination fees
2329,sad,new coronavirus losing potency top italian doctor says | article [amp] | reuters …
2258,sad,covid is not a bodily disease anymore it is now affecting social mental & emotional health
4402,fear,freshman year hurrican harvey sophomore year chemical plant fires junior year coronavirus lmfaooo ive had extra breaks in all my hs years
855,joy,now that is new
3614,anger,liberal trump haters have now threatened bio terrorism is investigating this & other threats to spread at trump rallies has video of bernie supporters threatening to riot in mil lead to investigations if this happens who do we blame
2004,sad,coronavirus cases continues to rise worldwide researchers have found that older people are more susceptible to respiratory illness which can cause pneumonia fever cough & shortness of breath release sant shri asharamji bapu twitter com/w9ecurqxtn
3630,anger,fuck me this song might be the cure to coronavirus
2952,sad,wish corona caught me
4303,fear,covid 19 notice all seeking assistance from the united community housing coalition or michigan legal services due to the current public health concerns regarding coronavirus our office are closed to the public until further notice more details
2051,fear,respected pm you have ordered the lockdown and we need to enforce it strictly else the purpose for lock down will be wasted economy gone and people not following i fear the purpose of lockdown is defeated so we are losing on both fronts – at madambakkam tank ground ( tg )
668,joy,everyone stayhome staysafe stay calm ー19 _19india my india please India folded_hands love my nation India red_heart love you all sharing n caring – at hotel sankam residency belgaum
3377,anger,coronavirus memes i f****** need a beer and a goddamn vacation
4365,fear,coronavirus un ghana staff to work from home as colleague gets infected
3386,anger,everyone panicked by the coronavirus is part of the fucking problem
1715,sad,sad news but it needs to be done brace ourselves we can do this …
4572,fear,the run on dry goods suggests marginal consumers are anticipating this crisis to last for months & do not want to have to go out & risk exposure during the pandemic to buy these things twitter com/1f3bg6pexc
3585,anger,wait—something crashed pic twitter com/kw31w6jd8t
4090,fear,coronavirus and mental health anxieties spike amid bay area's isolation san josé spotlight via
2543,sad,03 persons lost life due to in today taking the death toll 31 around 78 officers of j&k including several officers were sent in quarantine civil secretariat jammu sanitised after a senior ias officer test covid19 positive – at kashmir
3588,anger,cut this china man's whole thing off (if he has any )
1961,sad,many health organizations warn elderly people to stay home as they are vulnerable to corona infection hence whose age is above 84 years …pic twitter com/t0j8ctyqjx
1171,fear,americans in vietnam are safe they will join forces in vietnam to join in the war against the covid virus 19 …
878,joy,thou you are working on the present _19india effectively in assam it is also important to keep a check on the health of the nature only when the nature flourish humans shall too ー19
4105,fear,if you think this coronavirus thing is all hype and panic i'm not here to try to scare you however i would urge you strongly to think of people aside from yourself if this pandemic…
691,fear,communal virus is more dangerous than corona virus
2898,sad,covid 19 lockdown parents concerned over plans to reopen schools over 2 lakh petition govt | india news times of india …
4514,fear,fox anchor who dismissed coronavirus fears as plot to impeach trump is removed from her prime time slot wow you guys are going to lose more support and listeners if you keep acting like idiots let reporters be reporters and report the truth
4456,fear,health reporting and the is no exception of writes in why this is a dangerous mix and a matter of responsibility primarily for journalists but also ordinary citizens
245,sad,rest in peace celebrated music composer of the duo sajid wajid passes away at 41 he was suffering from covid 19
4603,fear,we have had the threat of ww3 and the coronavirus
4626,fear,spectacular must read reporting sadly this scrupulously depicts the slow moving freight we have been hollering “get off the damn tracks ” about think javits center with 2k cots as make shift field hospital & it is going to get worse
1990,joy,19 update iran shows good rocovery from covid 19 …
4118,fear,i am my biggest problem and obstacle not this corona virus
55,joy,wonderfull job under these lockdown circumstances
3887,anger,i will come right out and say it you are going to lose support yourself if you keep making dumb statements like this president trump is not now nor has he ever “acted like the coronavirus is no big deal” where do you get the nerve to state such nonsense
660,sad,Pakistan pakistan slow spreading and improving rapidly contagion est 0 01% of pop infected peak daily deaths of 22 in 18 days proj death toll 1 233 in ~119 days four_o’clock 20/04 1/4
3146,sad,gnt supposedly has many ingredients of the drug hydroxychloroquine a drug being used to treat covid patients but i guess you would have to drink a lot so i do not suggest it on a serious note though what is the strategy from now on cases are going to be a feature of school life
1533,joy,_fighting_corona ~creating a better world pic twitter com/ytgcjunlva
2570,sad,famous bollywood music composer wajid khan passes away due to covid 19 corona takes another one life twitter com/dqbui7wdqr
4164,fear,10 practical tips to help avoid coronavirus when you leave the house
157,joy,with solar panels on our roof we can move to zero emissions transport within phnom penh let us make our response to covid one that builds a cleaner greener future
1550,sad,when islam's oldest jamia alazhar has given fatwa that mosques can b locked down to prevent spread of deadly coronavirus then why some provincial govt or politician is again consulting local ulemas for fatwa cooperation to keep mosques closed for juma congrregation
3540,anger,wait a minute it is this all just an early april fool's day prank
3598,anger,what national review nails about trump's poor performance on coronavirus cnnpolitics if for one minute you think the news media is not out to nail to the cross your sadly mistaken
4060,fear,so what you are saying is the mortality rate (mr) for swine flu is 0 02% which is five times less lethal than the common flu which has a 0 1% mr coronavirus globally has a mr of 3% making it 30 times more lethal than the common flu and 150 times more lethal than swine flu
2860,sad,second death of a 72 year old man with comorbities from doda district on monday died of covid 19 at gmc jammu taking the death toll due to the virus to 30 earlier today a 45 year old man from shopian died
445,joy,there will be lots of relaxations and flexibility in the lockdown 4 0 with complete reopening of the green zones limited curb in orange zones and strict restrictions only in the containment areas of red zones said an official privy to the deliberations in the central government
1207,sad,where inworld country divided on religious lines here bharat for hindus & pakistan for muslims those voted forpak including jinnsh family stayed back for gazvaehind &dream another pakistan result repeated riots shahinbagh &tableegijamat violating lockdown 2escalate coronavirus
424,sad,no of cases of covid 19 is incresing rapidly in state shopkeepers may be effected and customer too yesterday in delhi bhagirath place closed down there market for 10 day due to 10case in maeket so think wiseley and let tgink govt wisely regards
3950,anger,just how dangerously deranged was donald trump's latest coronavirus press conference today trump opened it by admitting that one unnamed white house reporter is now suspected of having the coronavirus
1410,sad,if you do not understand then you are missing the craziest game of
2516,joy,book from the comfort of your home • • • _19 _19_test… …
3341,anger,really tho what is worse or the trump virus
1936,joy,imagine fighting coronavirus with no data network i want to take a moment to salute the unsug heroes of this fight people working in telecoms of india thank you …
262,joy,stay in home folded_hands folded_hands
1929,joy,and finally i have registered myself as a corona relief tiger__ procedure is mentioned below twitter com/c9tafhqryr
494,fear,all parks in reopened in the aftermath of 5 1 m quake major stadiums also opened to host people staying outdoors amid fears over possible aftershocks people are advised to observe over _19 outbreak though
4156,fear,coronavirus fed's house crumbling halving trump probably head butting some 80yo socialist at a debate fuck it 2020 is clearly the inflection point i'm fucking starting
1199,sad,we are fighting for this for the last 5years atlast you people wake up from the deep took corona to fight for hindu causes
3566,anger,he needs to score and kill the corona virus
3427,anger,ugh i am a senior in a senior apt and these people just do not get it i had a man say screw social distancing another said he was tired of hearing about coronavirus a woman said she thought shutting down things was dumb they will not listen to me so frustrating
1591,joy,hello people we are glad that more than 100 of enthusiastic young souls joined the learn online programme created for malaysians during congrats …
3282,fear,ur still scared of contacting covid and ur being cautious
3002,joy,so public transport shops malls eating places offices are open in peshawar and the rush was out of the mind everyone was without masks except afew saying welcome to corona and bye bye health
3902,anger,trump whines about wanting the us to slash interest rates to zero or negative digits the coronavirus hits china and starts spreading trump takes zero measures in us and lies instead calling it a democratic hoax panic ensues when it hits us then
2311,sad,dude did american realise that they still in the middle of pandemic covid19 …
3938,anger,the bigger massacre will come when a super microbe arises from the ashes of all of our empty purell bottles
3556,anger,kenyan banks offer relief to borrowers as traders warned on hiking costs rwanda government monitoring affects of coronavirus on the economy nigeria ban foreign travel of government officials
4635,fear,health officials warn americans to plan for the spread of coronavirus in u s
1377,joy,stay home stay safe honor caretakers and healthcare workers supporting people effected with covid 19 in your community acknowledge the role thay play to save lives and keep your loved ones safe learn simple daily exercises you can perform at home this will keep you active pic twitter com/ksbxp0j22q – at mannarkkad
4433,fear,us tv shows filming in empty rooms as audiences banned over coronavirus fears
4207,fear,hi everyone we will be postponing tomorrow's women and water lecture because of concerns please stay tuned for updates regarding the new date
1616,joy,life is simulator with
861,sad,heavy_minus_sign heavy_minus_sign play_button ︎ follow ( ) play_button ︎ follow ( ) heavy_minus_sign heavy_minus_sign …
3526,anger,just wondering if we really have to do anything about this coronavirus after all we are just a small country and have a small population so it really does not matter what we do here in australia does it i've heard this sort of logic works for other emergencies
3861,anger,kim jong un coronavirus crisis as north korea despot flees
599,sad,live 400 mn indian workers may sink into poverty says *first concern is to protect human from development concerns can wait *
4464,fear,in the midst of the chaos the anxiety the fears and the extra time at home i would like to come back to an idea that jennifer pearson shared on a special bonus episode of the shake up learning show grace ⠀ ⠀ as the confusion and con…
4556,fear,the tds media so badly wants potus to get corona virus it is sickening
4545,fear,the coronavirus crisis does not have to lead to layoffs
4142,fear,1600+ deaths in iran and no one is talking about it they are struggling and during a global crisis the us should lift the economic sanctions to help iran cope with the pandemic
2541,sad,after pkpb we still fight covid19 everyone is lost job and economics is not stabilized start think for another strategies if you are buy for 2020 1btc $9500 buts if you are buy from 2010 only 1btc 0 003$buts do not worry buy from _io hold $now
736,joy,beautiful song for corona awareness
4370,fear,if i get the coronavirus i'm purposely sneezing on for being a pussy ass bitch
476,joy,lockdown writings inspired by backtothefuture rajasthan
3904,anger,"is right the media is revisionist check out these two headlines 2/4 ""coronavirus quarantine travel ban could backfire experts fear"" 3/3 "" mismanagement helped fuel coronavirus crisis"""
4001,anger,disgusting attempted to sneak taxpayer funded abortions into the coronavirus relief bill via
3072,joy,day 68/n typical lockdown day made huge amounts of pasta for lunch had a family meeting on a new project and also had a call with the old college buddies mailed to ims for test series got to start studying pic twitter com/g0qn75rdvg
2135,sad,please register fir against this fake doctor spreading misinformation on coronavirus and order youtube to block this account
2032,joy,dinner tonight …
2059,sad,a few days ago said stores would remain open 24x7 to avoid crowding not the case as there are not workers your msg treats ppl willing to comply with isolation in an infantile manner pl do not order attacking rt to life …
1182,sad,we are regularly repaying bajaj finance loans every month because of current lockdown situation it will be difficult to pay the emi's presently for self employed like us hope 3 months emi moratoriam applies to bajaj finance too waiting for notification
943,sad,my new bed has literally broken under the weight of this lockdown the privileges and pains to endure
4474,fear,to be honest we need to take extra extremely seriously was doing a small shop as we need food today but as an asthmatic i'm bricken it and it is only starting to be fair i'm warming too as is alot of the country calming to listen too
1414,joy,impose at least 10 days full lockdown 7 to 17 life is more precious than appetite people know who they can manage
4418,fear,its the animal markets in china that are allowed to bring in cats dogs snakes and bats anything with a pulse unethical cruelty and unhygienic practises that would make you throw up they have to be closed down as this is where the coronavirus came from
4125,fear,seriously just fuck this week coronavirus car problems and now brawl mods are dying i'm done
2025,joy,no government can win this war against corona virus only a nation can win it do the right thing for your brothers & sisters in need
4466,fear,no it is not a panic attack it is a laugh attack at how dumb you people are just keep watching the twitters scott you will wish you paid a little more attention in history boy
2380,sad,i am in lonavala since lockdown 1 0 now i want to go to mumbai my home do i need a e pass to travel back please help
705,sad,is the new super spreaders apparently forced ppl to work despite knowing people are having systems this is criminal violation it seems all rules were flouted which lead to 66 ppl being infected with no one is doing debates on zee
1138,joy,follow for business growth … …
3509,anger,delaying local elections by a whole year is a ridiculous overreaction we are not being that drastic on any other front a 5 6 month delay and then a reassessment would be far more appropriate its one extreme to the other with this amateurish government
1240,joy,lockdown day8
4232,fear,tucker we must remain calm but not complacent about the coronavirus via
4563,fear,never had a flu shot never had the flu fuck the corona virus
3654,anger,coronavirus caused that not the potus but then being a trump hating democrat tied in with the worst news networks we can only expect that bs from someone like you what a waist of education trump2020
2869,sad,is highly unpredictable with varied presentations &testing all over world possibility of cannot be ruled out high index of suspicion is needed in all benefit of doubt should be given to families in grief /7qfhpumrf0
1384,joy,beauty and the beast the corona version via
3752,anger,misdirection 101 blame your adversaries of that which you are guilty of
3643,anger,wait why is the coronavirus a bigger story and has had bigger repercussions then the global pedophile ring
